CustomerId,Gender,Age,Salary,LocationId,Churned
15733616,Male,40,142838.64,1,0
15591995,Male,26,127059.04,4,0
15677020,Female,58,116503.92,2,1
15727688,Male,32,54405.79,6,0
15715941,Male,54,88721.84,5,0
15714485,Male,60,74135.48,1,1
15730059,Male,44,111346.22,4,0
15715527,Female,41,194902.16,1,0
15576623,Male,31,31474.27,4,0
15805565,Male,30,21198.39,4,0
15677307,Female,40,186976.6,6,0
15773890,Male,22,117202.19,5,0
15598883,Female,37,143739.29,6,0
15568506,Female,31,161811.23,5,0
15761043,Female,38,98090.91,4,0
15782236,Male,34,71095.41,5,0
15593601,Male,34,13107.24,6,0
15682048,Female,51,67110.59,2,1
15746902,Male,38,88225.02,5,0
15752081,Female,56,62256.87,4,1
15781307,Male,37,135925.72,1,0
15775912,Male,48,177815.87,1,1
15745417,Male,58,126471.13,1,0
15671256,Female,35,188574.12,2,1
15653547,Male,56,119175.45,2,0
15595766,Male,37,139093.73,5,0
15742358,Male,32,115916.55,6,0
15763274,Male,48,96463.25,5,0
15786063,Female,31,112349.51,1,0
15600258,Male,43,165303.79,5,0
15573318,Male,26,166031.08,1,0
15653849,Female,48,38411.79,2,1
15694272,Male,30,77783.35,5,0
15736112,Female,57,29871.79,3,0
15749851,Female,26,59747.63,2,0
15663478,Male,32,79919.13,5,0
15592300,Male,35,76773.53,2,0
15567832,Female,40,54018.93,1,0
15776780,Male,59,70649.64,6,1
15592846,Male,35,59093.39,4,0
15739803,Male,34,127569.8,3,0
15794142,Female,62,18260.98,2,1
15762729,Female,28,73275.96,2,1
15667896,Male,37,136129.49,1,0
15626578,Male,26,153237.59,4,0
15776223,Female,42,106841.12,4,0
15705953,Male,51,109078.35,4,1
15802593,Female,49,87822.14,1,1
15615457,Female,44,126644.98,1,0
15708916,Male,38,47414.15,1,0
15720187,Female,30,41879.99,6,0
15595440,Male,49,75808.1,3,0
15600651,Male,24,47911.03,1,0
15750141,Female,36,28737.78,2,0
15657284,Male,47,2079.2,3,1
15763063,Female,25,121562.33,5,0
15709324,Male,34,55003.79,6,0
15711309,Male,33,193131.42,1,0
15775318,Female,51,191932.27,6,1
15705515,Male,40,159418.1,1,0
15634844,Male,41,191468.78,3,1
15717046,Male,53,38913.68,5,0
15571816,Female,70,705.18,3,0
15670080,Female,29,138490.03,6,0
15800440,Male,61,82970.69,6,0
15665678,Male,36,76744.72,5,0
15665956,Female,46,71244.59,2,1
15788126,Female,38,12182.15,2,0
15811773,Male,36,141210.5,1,0
15651674,Female,54,191763.07,5,1
15689614,Female,63,37938.74,2,0
15795564,Male,31,74890.58,3,0
15706647,Male,31,166698.18,6,0
15728505,Male,44,62678.53,6,0
15730076,Male,45,67740.08,6,1
15622003,Male,35,161519.77,1,0
15607312,Female,49,159835.78,2,1
15644753,Male,40,30876.84,5,0
15653620,Female,27,14858.1,1,0
15761986,Female,32,75685.97,4,0
15633922,Male,30,144183.1,5,0
15734674,Female,41,65170.66,5,0
15658032,Male,39,82526.92,3,0
15692671,Male,36,169161.46,4,0
15737741,Female,33,109291.39,2,1
15576352,Female,57,6057.81,4,0
15753719,Female,30,77077.14,5,0
15803689,Female,51,54954.51,6,1
15718057,Female,51,179614.8,5,1
15722010,Male,53,35588.07,5,1
15680998,Male,44,117356.14,2,0
15614782,Male,36,160696.72,2,0
15591047,Female,47,147278.43,1,1
15788291,Female,38,56594.36,1,1
15604044,Male,38,1299.75,5,0
15679587,Female,34,25095.03,1,0
15775153,Male,32,146326.45,1,0
15603925,Female,26,38296.21,1,0
15680970,Female,41,164061.6,4,0
15697183,Male,43,107811.28,4,0
15567446,Male,39,30838.51,1,0
15637476,Female,57,9221.78,1,1
15714939,Female,34,33738.27,4,0
15683503,Female,43,110916.15,5,1
15645569,Female,26,169654.57,3,0
15782569,Female,72,69829.4,3,0
15592387,Male,30,54926.51,4,1
15609286,Male,37,94728.49,3,0
15814035,Male,29,80393.27,6,0
15661249,Male,53,111307.98,2,0
15629117,Male,28,19834.32,4,0
15607170,Male,35,78397.24,5,0
15586585,Female,51,86410.28,2,0
15686611,Male,30,172749.65,1,0
15603203,Female,27,1002.39,2,0
15619857,Female,64,13601.79,4,0
15805062,Male,38,77866.91,4,0
15660271,Male,26,175296.76,1,0
15745295,Female,31,121751.04,1,1
15719352,Male,39,89593.26,4,0
15766575,Female,62,193437.89,5,1
15594594,Male,42,86945.0,2,0
15646161,Female,37,183318.79,6,0
15682585,Male,35,71154.1,4,0
15603134,Female,40,151887.16,5,0
15636444,Female,53,75888.65,4,0
15773456,Male,36,89566.74,3,0
15745307,Female,48,26475.79,4,0
15604119,Male,35,126355.8,1,0
15626900,Male,29,93839.3,1,0
15605447,Male,49,7698.6,6,0
15589030,Male,47,145593.85,1,0
15692463,Female,28,45042.56,1,0
15712403,Female,61,61108.56,6,1
15811762,Female,54,57553.98,5,1
15718673,Female,33,62674.42,1,0
15724282,Male,44,12120.79,3,0
15738181,Male,31,50129.87,2,1
15633648,Female,51,55022.43,2,0
15603323,Female,33,117834.91,2,0
15583725,Male,48,168840.23,1,0
15588350,Female,43,24234.11,5,0
15798398,Female,36,190627.01,5,0
15784844,Male,48,156618.38,6,1
15580684,Female,29,42334.38,1,0
15809663,Female,27,110784.42,2,0
15640078,Female,39,173683.0,3,1
15698786,Female,39,27046.46,6,1
15569807,Female,34,20598.59,6,1
15730830,Female,30,104991.28,1,0
15805112,Male,38,8996.97,1,0
15633064,Female,36,64420.5,3,0
15703119,Male,38,145700.22,4,0
15730447,Female,49,196335.48,4,0
15813850,Male,52,14781.12,3,0
15711889,Male,42,108139.23,2,0
15664610,Male,48,19287.06,4,1
15751710,Male,31,9567.39,1,0
15692926,Male,25,132210.49,4,0
15813741,Male,25,21600.11,2,0
15698474,Female,54,199661.5,3,0
15568595,Male,64,124341.49,2,0
15603065,Female,30,15766.1,2,0
15592937,Female,41,33642.21,2,0
15699637,Male,57,117704.65,3,0
15667215,Male,31,58803.28,3,0
15788659,Male,46,137537.22,6,0
15763218,Female,41,131300.68,1,0
15645772,Male,33,84174.81,6,0
15725511,Female,31,160941.78,2,0
15575024,Male,29,143954.99,6,0
15640825,Male,46,56297.85,4,0
15662397,Female,42,8404.73,6,0
15576368,Female,48,30020.09,5,0
15674991,Male,42,58137.42,5,0
15721024,Male,26,47472.68,3,0
15745621,Female,32,19131.71,2,0
15642394,Male,35,187288.5,2,0
15754605,Female,39,17603.81,2,0
15607040,Female,38,67020.03,1,0
15715142,Male,45,147802.94,4,1
15810978,Female,70,41610.62,1,0
15668886,Female,38,44255.65,2,0
15780804,Male,55,78416.14,3,0
15613880,Male,58,137254.55,2,0
15775238,Female,41,151303.48,6,0
15786905,Female,40,86333.63,3,0
15747867,Male,24,89801.9,5,0
15600337,Male,42,29358.57,2,1
15801277,Female,31,181600.72,1,0
15579334,Female,45,124118.71,4,1
15802741,Female,51,38867.46,6,1
15720649,Female,36,31106.67,1,0
15589493,Male,27,67611.36,6,0
15688251,Male,43,77837.63,5,0
15665238,Male,36,6078.46,3,0
15740900,Male,34,177896.92,2,0
15681068,Female,45,123882.73,3,0
15748625,Male,57,15304.08,5,0
15727299,Male,62,76569.64,4,1
15620204,Female,57,120657.32,3,1
15669516,Male,36,16436.56,1,0
15736534,Male,33,107667.91,3,0
15803457,Female,32,95611.47,5,0
15659098,Male,30,19799.26,4,0
15603436,Female,49,123214.74,2,0
15566292,Male,36,71709.12,2,0
15808621,Male,36,149066.14,2,0
15580148,Male,40,20451.99,5,1
15776231,Male,35,32825.5,3,0
15773809,Male,42,6232.31,2,0
15649423,Female,35,10357.03,2,0
15734886,Female,34,147794.63,3,0
15722548,Male,48,116973.48,4,0
15650288,Male,35,129964.94,3,0
15629448,Male,38,92816.86,6,0
15716164,Female,41,172114.67,5,0
15807609,Female,25,16649.31,5,1
15578977,Male,34,144517.19,2,0
15677369,Female,37,182038.6,2,0
15804072,Female,42,24210.56,3,0
15696859,Male,45,172175.9,4,0
15653780,Female,43,47578.45,5,0
15721658,Female,56,150694.42,2,1
15578761,Female,42,177683.02,1,1
15736879,Male,23,66088.83,4,0
15571973,Female,38,169291.7,6,0
15626742,Male,36,117140.41,2,0
15672692,Female,42,79510.37,3,0
15673570,Male,37,77108.66,1,0
15767432,Female,25,9679.28,2,0
15654238,Female,40,81753.92,4,0
15612525,Female,57,131372.38,6,1
15812750,Male,24,25310.82,4,0
15790757,Female,25,187925.75,6,0
15723873,Male,31,98820.39,2,0
15744607,Male,43,64166.7,3,1
15612966,Female,60,176924.21,3,1
15784209,Male,47,90055.08,3,0
15794278,Male,67,72814.31,1,0
15766741,Male,36,168290.06,2,0
15661036,Male,46,161767.38,1,0
15705639,Female,28,44420.18,4,0
15637414,Female,24,37147.61,2,0
15716835,Male,24,125381.02,2,0
15696231,Male,29,149853.89,5,0
15641675,Female,49,161435.02,6,1
15670755,Male,60,102925.76,2,0
15640059,Male,40,70899.27,2,0
15787619,Male,18,145936.28,6,0
15587535,Female,46,54227.06,2,0
15813034,Male,38,59280.79,3,0
15698839,Male,46,126952.5,3,0
15790314,Male,41,130567.02,4,0
15634245,Female,47,73294.48,6,0
15677305,Female,35,3937.37,6,0
15661526,Male,37,2383.59,1,0
15685997,Female,39,14279.44,4,0
15660101,Male,31,141300.53,4,0
15637979,Female,36,78140.75,3,0
15815364,Female,28,117431.1,5,0
15647099,Female,37,72008.61,1,0
15625944,Male,58,60887.58,2,0
15583212,Female,43,194764.83,5,0
15582741,Female,35,88705.14,5,1
15637876,Female,36,35817.97,2,1
15622750,Female,21,31520.4,3,0
15672056,Male,43,157908.19,5,1
15812351,Female,27,142200.15,4,0
15810864,Female,82,182055.36,5,0
15677921,Male,60,157552.08,5,1
15724296,Male,41,120284.67,1,0
15685329,Female,63,24506.95,5,1
15584091,Female,36,47271.61,6,1
15640442,Male,31,41176.6,6,0
15639314,Male,32,9468.64,5,0
15685320,Male,36,123880.19,1,0
15789158,Male,49,158887.09,1,1
